paper,full_paper_name,year_published,journal,authors,doi,abstract,arxiv_url,pdf_url,primary_category,pdf_path,dataset_name,dataset_type,official_path,events_total (from text),events_used (from text),collision_energy_tev,generator,size_bytes,luminosity,shortened_paper_name,notes,lumininity,events_total_num,events_used_num,collision_energy_tev_num,luminosity_pb,dataset_key,fraction_used,has_official_path,quality_flags
2509.21434,Foundation models for high-energy physics,2025,,Anna Hallin,,"The rise of foundation models -- large, pretrained machine learning models that can be finetuned to a variety of tasks -- has revolutionized the fields of natural language processing and computer vision. In high-energy physics, the question of whether these models can be implemented directly in physics research, or even built from scratch, tailored for particle physics data, has generated an increasing amount of attention. This review, which is the first on the topic of foundation models in high-energy physics, summarizes and discusses the research that has been published in the field so far.",http://arxiv.org/abs/2509.21434,https://arxiv.org/pdf/2509.21434v2,hep-ph,pdfs/2509.21434.pdf,Aspen Open Jets dataset,derived,/JetHT/Run2016G-UL2016_MiniAODv2-v2/MINIAOD,,,13.0,,,,Foundation Models for HEP Review,Derivative jet dataset extracted from CMS Open Data; unlabeled real data expected to mainly contain jets from light quarks and gluons; used for pretraining OmniJet-α foundation model; CERN Open Data Portal record numbers referenced: 10.7483/OPENDATA.CMS.1KTG.X0W4 and 10.7483/OPENDATA.CMS.LT9E.T7RQ,,,,13.0,,aspen_open_jets_dataset,,True,
2509.21434,Foundation models for high-energy physics,2025,,Anna Hallin,,"The rise of foundation models -- large, pretrained machine learning models that can be finetuned to a variety of tasks -- has revolutionized the fields of natural language processing and computer vision. In high-energy physics, the question of whether these models can be implemented directly in physics research, or even built from scratch, tailored for particle physics data, has generated an increasing amount of attention. This review, which is the first on the topic of foundation models in high-energy physics, summarizes and discusses the research that has been published in the field so far.",http://arxiv.org/abs/2509.21434,https://arxiv.org/pdf/2509.21434v2,hep-ph,pdfs/2509.21434.pdf,JetHT primary dataset RunG 2016,data,/JetHT/Run2016G-UL2016_MiniAODv2-v2/MINIAOD,,,13.0,,,,Foundation Models for HEP Review,CMS 2016 real collision data in MINIAOD format; referenced in paper as source for Aspen Open Jets dataset; CERN Open Data Portal DOI: 10.7483/OPENDATA.CMS.1KTG.X0W4,,,,13.0,,jetht_primary_dataset_rung_2016,,True,
2509.21434,Foundation models for high-energy physics,2025,,Anna Hallin,,"The rise of foundation models -- large, pretrained machine learning models that can be finetuned to a variety of tasks -- has revolutionized the fields of natural language processing and computer vision. In high-energy physics, the question of whether these models can be implemented directly in physics research, or even built from scratch, tailored for particle physics data, has generated an increasing amount of attention. This review, which is the first on the topic of foundation models in high-energy physics, summarizes and discusses the research that has been published in the field so far.",http://arxiv.org/abs/2509.21434,https://arxiv.org/pdf/2509.21434v2,hep-ph,pdfs/2509.21434.pdf,JetHT primary dataset RunH 2016,data,/JetHT/Run2016H-UL2016_MiniAODv2-v2/MINIAOD,,,13.0,,,,Foundation Models for HEP Review,CMS 2016 real collision data in MINIAOD format; referenced in paper as source for Aspen Open Jets dataset; CERN Open Data Portal DOI: 10.7483/OPENDATA.CMS.LT9E.T7RQ,,,,13.0,,jetht_primary_dataset_runh_2016,,True,
2502.07898,Observation of $Λ$ hyperon local polarization in pPb collisions at $\sqrt{s_\mathrm{NN}}$ = 8.16 TeV,2025,Phys. Rev. Lett. 135 (2025) 132301,CMS Collaboration,10.1103/6ywq-gm61,"The polarization of the $Λ$ and $\overlineΛ$ hyperons along the beam direction has been measured in proton-lead (pPb) collisions at a center-of-mass energy per nucleon pair of 8.16 TeV. The data were obtained with the CMS detector at the LHC and correspond to an integrated luminosity of 186.0 $\pm$ 6.5 nb$^{-1}$. A significant azimuthal dependence of the hyperon polarization, characterized by the second-order Fourier sine coefficient $P_{z,s2}$, is observed. The $P_{z,s2}$ values decrease as a function of charged particle multiplicity, but increase with transverse momentum. A hydrodynamic model that describes the observed $P_{z,s2}$ values in nucleus-nucleus collisions by introducing vorticity effects does not reproduce either the sign or the magnitude of the pPb results. These observations pose a challenge to the current theoretical implementation of spin polarization in heavy ion collisions and offer new insights into the origin of spin polarization in hadronic collisions at LHC energies.",http://arxiv.org/abs/2502.07898,https://arxiv.org/pdf/2502.07898v2,nucl-ex,pdfs/2502.07898.pdf,CMS 2016 pPb data at sqrt(s) = 8.16 TeV,data,,,,8.16,,,186.0±6.5/nb,Lambda Hyperon Polarization pPb Collisions,Proton-lead collisions; minimum bias and high-multiplicity triggers; integrated luminosity of 186.0±6.5 nb^-1; studied Lambda and anti-Lambda hyperon polarization along beam direction; events classified by charged particle multiplicity N_trk^offline from 3 to 250; uses CMS detector at LHC; beam energies 6.5 TeV protons and 2.56 TeV per nucleon lead nuclei,,,,8.16,0.006500000000000001,cms_2016_ppb_data_at_sqrts__816_tev,,True,
2509.08626,Measurement of D$^0$ meson photoproduction in ultraperipheral heavy ion collisions,2025,,CMS Collaboration,,"This Letter reports the first measurement of photonuclear D$^0$ meson production in ultraperipheral heavy ion collisions. The study is performed using lead-lead collision data, with an integrated luminosity of 1.38 nb$^{-1}$, collected by the CMS experiment at a nucleon-nucleon center-of-mass energy of 5.36 TeV. Photonuclear events, where one of the colliding nuclei breaks up and the other remains intact, are selected based on breakup neutron emissions and by requiring no particle activity in a large rapidity interval in the direction of the photon-emitting nucleus. The D$^0$ mesons are reconstructed via the D$^0$ $\to$ K$^-$$π^+$ decay channel, with the cross section measured as a function of D$^0$ meson transverse momentum and rapidity. The results are compared with next-to-leading-order perturbative QCD calculations that employ recent parametrizations of the lead nuclear parton distribution functions, as well as with predictions based on the color glass condensate framework. This measurement is the first photonuclear collision study characterizing parton distribution functions of lead nuclei for parton fractional momenta $x$ (relative to the nucleon) ranging approximately from a few 10$^{-4}$ to 10$^{-2}$ for different hard energy scale $Q^2$ selections.",http://arxiv.org/abs/2509.08626,https://arxiv.org/pdf/2509.08626v1,nucl-ex,pdfs/2509.08626.pdf,,,,,,,,,,,"LLM extraction error: Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 5f32592f-326f-44ff-9b68-78052cebec80, model: claude-sonnet-4-20250514). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Please reduce the prompt length or the maximum tokens requested, or try again later. You may also contact sales at https://claude.com/contact-sales to discuss your options for a rate limit increase.""}, 'request_id': 'req_011CaYep3e1WqbvkU1BCWrhi'}",,,,,,,,True,
2506.02251,Search for millicharged particles in proton-proton collisions at $\sqrt{s} = 13.6$ TeV,2025,,S. Alcott; Z. Bhatti; J. Brooke; C. Campagnari; M. Carrigan; M. Citron; R. De Los Santos; A. De Roeck; C. Dorofeev; T. Du; J. Goldstein; F. Golf; N. Gonzalez; A. Haas; J. Heymann; C. S. Hill; D. Imani; M. Joyce; K. Larina; R. Loos; S. Lowette; H. Mei; D. W. Miller; B. Peng; S. N. Santpu; I. Reed; E. Schaffer; R. Schmitz; J. Steenis; D. Stuart; J. S. Tafoya Vargas; D. Vannerom; T. Wybouw; Z. Xiao; H. Zaraket; G. Zecchinelli; C. Zheng,10.1103/rtp1-679h,"We report on a search for elementary particles with charges much smaller than the electron charge using a data sample of proton-proton collisions provided by the CERN Large Hadron Collider in 2023--24, corresponding to an integrated luminosity of 124.7~fb$^{-1}$ at a center-of-mass energy of 13.6~TeV. The analysis presented uses the completed Run 3 milliQan bar detector to set the most stringent constraints to date for particles with charges $\leq0.24~\rm{e}$ and masses $\geq0.45~\rm{GeV}$.",http://arxiv.org/abs/2506.02251,https://arxiv.org/pdf/2506.02251v2,hep-ex,pdfs/2506.02251.pdf,CMS 2023-24 proton-proton collision data,data,,,26864552.0,13.6,,,124.7/fb,Millicharged particles LHC 13.6 TeV,Used by milliQan bar detector at LHC Point 5; triggered events with 2.2 Hz average rate; beam-on data collected over 3393 hours,,,26864552.0,13.6,124700.0,cms_2023_24_proton_proton_collision_data,,True,
1906.01278,On the Model Dependence of Fiducial Cross Section Measurements in View of Reinterpretations,2019,,Gabriel Facini; Kyrylo Merkotan; Matthias Schott; Alexander Sydorenko,,"Fiducial production cross sections measurements of Standard Model processes, in principle, provide constraints on new physics scenarios via a comparison of the predicted Standard Model cross section and the observed cross section. This approach received significant attention in recent years, both from direct constraints on specific models and the interpretation of measurements in the view of effective field theories. A generic problem in the reinterpretations of Standard Model measurements is the corrections applied to data to account for detector effects. These corrections inherently assume the Standard Model to be valid, thus implying a model bias of the final result. In this work, we study the size of this bias by studying several new physics models and fiducial phase-space regions. The studies are based on fast detector simulations of a generic multi-purpose detector at the Large Hadron Collider. We conclude that the model bias in the associated reinterpretations is negligible only in specific cases. An evaluation of potential migration effects, as well as a precise definition of the final state signatures, has to be performed before any new physics reinterpretation effort.",http://arxiv.org/abs/1906.01278,https://arxiv.org/pdf/1906.01278v2,hep-ex,pdfs/1906.01278.pdf,CERN Open Data,data,,,,13.0,,,,Model Dependence Fiducial Cross Section,Referenced in footnote 2 as cross-check using full Geant4 simulation from open data project; main analysis used fast simulation with Delphes framework,,,,13.0,,cern_open_data,,True,
2107.08979,Neural Conditional Reweighting,2021,Phys. Rev. D 105 (2022) 076015,Benjamin Nachman; Jesse Thaler,10.1103/PhysRevD.105.076015,"There is a growing use of neural network classifiers as unbinned, high-dimensional (and variable-dimensional) reweighting functions. To date, the focus has been on marginal reweighting, where a subset of features are used for reweighting while all other features are integrated over. There are some situations, though, where it is preferable to condition on auxiliary features instead of marginalizing over them. In this paper, we introduce neural conditional reweighting, which extends neural marginal reweighting to the conditional case. This approach is particularly relevant in high-energy physics experiments for reweighting detector effects conditioned on particle-level truth information. We leverage a custom loss function that not only allows us to achieve neural conditional reweighting through a single training procedure, but also yields sensible interpolation even in the presence of phase space holes. As a specific example, we apply neural conditional reweighting to the energy response of high-energy jets, which could be used to improve the modeling of physics objects in parametrized fast simulation packages.",http://arxiv.org/abs/2107.08979,https://arxiv.org/pdf/2107.08979v2,physics.data-an,pdfs/2107.08979.pdf,CMS QCD dijet simulation with Pythia 6 and Geant4,data,,,10000.0,7.0,,,,Neural Conditional Reweighting,"From CMS Open Data Portal; Pythia 6.426 with Z2 tune and Geant4 full detector simulation; three pT slices: 1-1.4 TeV, 1.4-1.8 TeV, >1.8 TeV; 10^4 jets per pT slice; middle slice removed for phase space gap study",,,10000.0,7.0,,cms_qcd_dijet_simulation_with_pythia_6_and_geant4,,True,
2107.08979,Neural Conditional Reweighting,2021,Phys. Rev. D 105 (2022) 076015,Benjamin Nachman; Jesse Thaler,10.1103/PhysRevD.105.076015,"There is a growing use of neural network classifiers as unbinned, high-dimensional (and variable-dimensional) reweighting functions. To date, the focus has been on marginal reweighting, where a subset of features are used for reweighting while all other features are integrated over. There are some situations, though, where it is preferable to condition on auxiliary features instead of marginalizing over them. In this paper, we introduce neural conditional reweighting, which extends neural marginal reweighting to the conditional case. This approach is particularly relevant in high-energy physics experiments for reweighting detector effects conditioned on particle-level truth information. We leverage a custom loss function that not only allows us to achieve neural conditional reweighting through a single training procedure, but also yields sensible interpolation even in the presence of phase space holes. As a specific example, we apply neural conditional reweighting to the energy response of high-energy jets, which could be used to improve the modeling of physics objects in parametrized fast simulation packages.",http://arxiv.org/abs/2107.08979,https://arxiv.org/pdf/2107.08979v2,physics.data-an,pdfs/2107.08979.pdf,Pythia 8 with Delphes fast simulation,mc,,,10000.0,7.0,Pythia 8,,,Neural Conditional Reweighting,"Pythia 8.219 with Delphes 3.4.1 fast simulation using default CMS detector card; three pT slices: 1-1.4 TeV, 1.4-1.8 TeV, >1.8 TeV; 10^4 jets per pT slice; middle slice removed for datasets (I) and (II)",,,10000.0,7.0,,pythia_8_with_delphes_fast_simulation,,True,
2506.06152,Search for the rare decay D$^0$ $\to$ $μ^+μ^-$ in proton-proton collisions at $\sqrt{s}$ = 13.6 TeV,2025,Phys. Rev. Lett. 135 (2025) 151803,CMS Collaboration,10.1103/zc76-rgcp,"A search for the rare decay D$^0$ $\to$ $μ^+μ^-$ is reported using proton-proton collision events at $\sqrt{s}$ = 13.6 TeV collected by the CMS detector in 2022$-$2023, corresponding to an integrated luminosity of 64.5 fb$^{-1}$. This is the first analysis to use a newly developed inclusive dimuon trigger, expanding the scope of the CMS flavor physics program. The search uses D$^0$ mesons obtained from D$^{*+}$ $\to$ D$^0π^+$ decays. No significant excess is observed. A limit on the branching fraction of $\mathcal{B}$(D$^0$ $\to$ $μ^+μ^-$) $\lt$ 2.4 $\times$ 10$^{-9}$ at 95% confidence level is set. This is the most stringent upper limit set on any flavor changing neutral current decay in the charm sector.",http://arxiv.org/abs/2506.06152,https://arxiv.org/pdf/2506.06152v2,hep-ex,pdfs/2506.06152.pdf,proton-proton collision events,data,,,,13.6,,,64.5/fb,CMS D0 muon decay search,Real collision data collected by CMS detector in 2022-2023; used inclusive dimuon trigger with muons pT > 3 GeV and > 4 GeV; zero bias trigger for normalization channel selecting 1 in ~1.4 million bunches,,,,13.6,64500.0,proton_proton_collision_events,,True,
2506.06152,Search for the rare decay D$^0$ $\to$ $μ^+μ^-$ in proton-proton collisions at $\sqrt{s}$ = 13.6 TeV,2025,Phys. Rev. Lett. 135 (2025) 151803,CMS Collaboration,10.1103/zc76-rgcp,"A search for the rare decay D$^0$ $\to$ $μ^+μ^-$ is reported using proton-proton collision events at $\sqrt{s}$ = 13.6 TeV collected by the CMS detector in 2022$-$2023, corresponding to an integrated luminosity of 64.5 fb$^{-1}$. This is the first analysis to use a newly developed inclusive dimuon trigger, expanding the scope of the CMS flavor physics program. The search uses D$^0$ mesons obtained from D$^{*+}$ $\to$ D$^0π^+$ decays. No significant excess is observed. A limit on the branching fraction of $\mathcal{B}$(D$^0$ $\to$ $μ^+μ^-$) $\lt$ 2.4 $\times$ 10$^{-9}$ at 95% confidence level is set. This is the most stringent upper limit set on any flavor changing neutral current decay in the charm sector.",http://arxiv.org/abs/2506.06152,https://arxiv.org/pdf/2506.06152v2,hep-ex,pdfs/2506.06152.pdf,simulated events for signal and normalization efficiencies,mc,,,,13.6,Pythia 8,,,CMS D0 muon decay search,Generated with SoftQCD:nonDiffractive option in PYTHIA 8.212 using CP5 underlying event tune; propagated through CMS detector model using GEANT4; charm meson decays simulated using EVTGEN 1.3.0; final-state photon radiation described using PHOTOS 3.56; includes pileup matching data distribution,,,,13.6,,simulated_events_for_signal_and_normalization_efficiencies,,True,
2410.02501,Sustainable computing workshops in high-energy physics at DESY,2024,,J. Alimena; C. Beyer; B. Bruers; F. Gaede; N. Gillwald; M. Hernandez Villanueva; E. Jones; Y. Kemp; T. Madlener; K. Schwarz; C. Wissing,10.3389/fcomp.2024.1502784,"This perspective article details the program of sustainable computing workshops launched within the High Energy Physics department at DESY in 2023. The workshop series targets scientific users of the National Analysis Facility, hosted at DESY, in order to promote sustainable software development and usage across a wide range of applications. Details of the structure of the workshops, as well as the reception amongst participants, will be presented. In addition, plans for the expansion of the workshop series will be outlined.",http://arxiv.org/abs/2410.02501,https://arxiv.org/pdf/2410.02501v2,hep-ex,pdfs/2410.02501.pdf,CMS OpenData sample,data,,,,,,few terabytes,,Sustainable Computing Workshops at DESY,Used data collected by CMS experiment from 2009 to 2012 (LHC Run 1); converted from CMS AOD format to ROOT tree; exercise used Apptainer containers on NAF batch system; example from CERN OpenData portal adopted for NAF use,,,,,,cms_opendata_sample,,True,
1909.12285,Interaction networks for the identification of boosted $H\to b\overline{b}$ decays,2019,"Phys. Rev. D 102, 012010 (2020)",Eric A. Moreno; Thong Q. Nguyen; Jean-Roch Vlimant; Olmo Cerri; Harvey B. Newman; Avikar Periwal; Maria Spiropulu; Javier M. Duarte; Maurizio Pierini,10.1103/PhysRevD.102.012010,"We develop an algorithm based on an interaction network to identify high-transverse-momentum Higgs bosons decaying to bottom quark-antiquark pairs and distinguish them from ordinary jets that reflect the configurations of quarks and gluons at short distances. The algorithm's inputs are features of the reconstructed charged particles in a jet and the secondary vertices associated with them. Describing the jet shower as a combination of particle-to-particle and particle-to-vertex interactions, the model is trained to learn a jet representation on which the classification problem is optimized. The algorithm is trained on simulated samples of realistic LHC collisions, released by the CMS Collaboration on the CERN Open Data Portal. The interaction network achieves a drastic improvement in the identification performance with respect to state-of-the-art algorithms.",http://arxiv.org/abs/1909.12285,https://arxiv.org/pdf/1909.12285v4,hep-ex,pdfs/1909.12285.pdf,CMS Simulation Open Data 2016 (13 TeV),mc,,,,13.0,MadGraph5_aMC@NLO 2.2.2,,,Interaction Networks Higgs bb Tagging,"Signal H→bb jets from simulated events with Randall-Sundrum gravitons decaying to two Higgs bosons, graviton masses 0.6-4.5 TeV; Parton showering and hadronization with Pythia 8.205; CMS detector response modeled by Geant4; Dataset reduced to 3.9 million H→bb jets with 300 < pT < 2400 GeV, |η| < 2.4, 40 < mSD < 200 GeV; Uses anti-kT R=0.8 jets with soft-drop grooming",,,,13.0,,cms_simulation_open_data_2016_13_tev,,True,
1909.12285,Interaction networks for the identification of boosted $H\to b\overline{b}$ decays,2019,"Phys. Rev. D 102, 012010 (2020)",Eric A. Moreno; Thong Q. Nguyen; Jean-Roch Vlimant; Olmo Cerri; Harvey B. Newman; Avikar Periwal; Maria Spiropulu; Javier M. Duarte; Maurizio Pierini,10.1103/PhysRevD.102.012010,"We develop an algorithm based on an interaction network to identify high-transverse-momentum Higgs bosons decaying to bottom quark-antiquark pairs and distinguish them from ordinary jets that reflect the configurations of quarks and gluons at short distances. The algorithm's inputs are features of the reconstructed charged particles in a jet and the secondary vertices associated with them. Describing the jet shower as a combination of particle-to-particle and particle-to-vertex interactions, the model is trained to learn a jet representation on which the classification problem is optimized. The algorithm is trained on simulated samples of realistic LHC collisions, released by the CMS Collaboration on the CERN Open Data Portal. The interaction network achieves a drastic improvement in the identification performance with respect to state-of-the-art algorithms.",http://arxiv.org/abs/1909.12285,https://arxiv.org/pdf/1909.12285v4,hep-ex,pdfs/1909.12285.pdf,CMS QCD Multijet Background Simulation 2016 (13 TeV),mc,,,,13.0,Pythia 8.205,,,Interaction Networks Higgs bb Tagging,QCD multijet background generated in different bins of average parton pT; Parton showering and hadronization with Pythia 8.205; CMS detector response modeled by Geant4; Dataset reduced to 1.9 million inclusive QCD jets; Uses anti-kT R=0.8 jets with soft-drop grooming; Pileup modeled by overlaying minimum bias collisions,,,,13.0,,cms_qcd_multijet_background_simulation_2016_13_tev,,True,
2301.10787,Unravelling physics beyond the standard model with classical and quantum anomaly detection,2023,Mach. Learn.: Sci. Technol. 4 045031 (2023),Julian Schuhmacher; Laura Boggia; Vasilis Belis; Ema Puljak; Michele Grossi; Maurizio Pierini; Sofia Vallecorsa; Francesco Tacchino; Panagiotis Barkoutsos; Ivano Tavernelli,10.1088/2632-2153/ad07f7,"Much hope for finding new physics phenomena at microscopic scale relies on the observations obtained from High Energy Physics experiments, like the ones performed at the Large Hadron Collider (LHC). However, current experiments do not indicate clear signs of new physics that could guide the development of additional Beyond Standard Model (BSM) theories. Identifying signatures of new physics out of the enormous amount of data produced at the LHC falls into the class of anomaly detection and constitutes one of the greatest computational challenges. In this article, we propose a novel strategy to perform anomaly detection in a supervised learning setting, based on the artificial creation of anomalies through a random process. For the resulting supervised learning problem, we successfully apply classical and quantum Support Vector Classifiers (CSVC and QSVC respectively) to identify the artificial anomalies among the SM events. Even more promising, we find that employing an SVC trained to identify the artificial anomalies, it is possible to identify realistic BSM events with high accuracy. In parallel, we also explore the potential of quantum algorithms for improving the classification accuracy and provide plausible conditions for the best exploitation of this novel computational paradigm.",http://arxiv.org/abs/2301.10787,https://arxiv.org/pdf/2301.10787v2,hep-ex,pdfs/2301.10787.pdf,SM processes dataset,mc,,,,13.0,,,,Classical Quantum Anomaly Detection,"Simulated SM processes at 13 TeV including W boson decays (59.2%), multi-jet production from QCD (33.8%), Z boson decays (6.7%), and tt¯ production (0.3%); described by 23 high-level features; used for background events and scrambling process",,,,13.0,,sm_processes_dataset,,True,
2301.10787,Unravelling physics beyond the standard model with classical and quantum anomaly detection,2023,Mach. Learn.: Sci. Technol. 4 045031 (2023),Julian Schuhmacher; Laura Boggia; Vasilis Belis; Ema Puljak; Michele Grossi; Maurizio Pierini; Sofia Vallecorsa; Francesco Tacchino; Panagiotis Barkoutsos; Ivano Tavernelli,10.1088/2632-2153/ad07f7,"Much hope for finding new physics phenomena at microscopic scale relies on the observations obtained from High Energy Physics experiments, like the ones performed at the Large Hadron Collider (LHC). However, current experiments do not indicate clear signs of new physics that could guide the development of additional Beyond Standard Model (BSM) theories. Identifying signatures of new physics out of the enormous amount of data produced at the LHC falls into the class of anomaly detection and constitutes one of the greatest computational challenges. In this article, we propose a novel strategy to perform anomaly detection in a supervised learning setting, based on the artificial creation of anomalies through a random process. For the resulting supervised learning problem, we successfully apply classical and quantum Support Vector Classifiers (CSVC and QSVC respectively) to identify the artificial anomalies among the SM events. Even more promising, we find that employing an SVC trained to identify the artificial anomalies, it is possible to identify realistic BSM events with high accuracy. In parallel, we also explore the potential of quantum algorithms for improving the classification accuracy and provide plausible conditions for the best exploitation of this novel computational paradigm.",http://arxiv.org/abs/2301.10787,https://arxiv.org/pdf/2301.10787v2,hep-ex,pdfs/2301.10787.pdf,Higgs boson dataset,mc,/VBFHiggs0MToBB_M-125p6_7TeV-JHUGenV4-pythia6-tauola/AODSIM,,,,"JHUGenV4, Pythia 6",,,Classical Quantum Anomaly Detection,Simulated high-mass Higgs particles produced via vector boson fusion; CERN Open Data Portal DOI:10.7483/OPENDATA.CMS.3R3P.5JYR; used as BSM signal for validation; described by same 23 features as SM dataset,,,,,,higgs_boson_dataset,,True,
2301.10787,Unravelling physics beyond the standard model with classical and quantum anomaly detection,2023,Mach. Learn.: Sci. Technol. 4 045031 (2023),Julian Schuhmacher; Laura Boggia; Vasilis Belis; Ema Puljak; Michele Grossi; Maurizio Pierini; Sofia Vallecorsa; Francesco Tacchino; Panagiotis Barkoutsos; Ivano Tavernelli,10.1088/2632-2153/ad07f7,"Much hope for finding new physics phenomena at microscopic scale relies on the observations obtained from High Energy Physics experiments, like the ones performed at the Large Hadron Collider (LHC). However, current experiments do not indicate clear signs of new physics that could guide the development of additional Beyond Standard Model (BSM) theories. Identifying signatures of new physics out of the enormous amount of data produced at the LHC falls into the class of anomaly detection and constitutes one of the greatest computational challenges. In this article, we propose a novel strategy to perform anomaly detection in a supervised learning setting, based on the artificial creation of anomalies through a random process. For the resulting supervised learning problem, we successfully apply classical and quantum Support Vector Classifiers (CSVC and QSVC respectively) to identify the artificial anomalies among the SM events. Even more promising, we find that employing an SVC trained to identify the artificial anomalies, it is possible to identify realistic BSM events with high accuracy. In parallel, we also explore the potential of quantum algorithms for improving the classification accuracy and provide plausible conditions for the best exploitation of this novel computational paradigm.",http://arxiv.org/abs/2301.10787,https://arxiv.org/pdf/2301.10787v2,hep-ex,pdfs/2301.10787.pdf,Randall-Sundrum Gravitons dataset,mc,/Graviton2BPqqbarToZZTo4L_M-125p6_7TeV-JHUGenV3-pythia6/AODSIM,,,,"JHUGenV3, Pythia 6",,,Classical Quantum Anomaly Detection,Simulated Randall-Sundrum Gravitons decaying to two Z bosons with each Z decaying to lepton pairs; CERN Open Data Portal DOI:10.7483/OPENDATA.CMS.SZWT.H9MC; used as BSM signal for validation; described by same 23 features as SM dataset,,,,,,randall_sundrum_gravitons_dataset,,True,
2412.19261,Search for a neutral gauge boson with nonuniversal fermion couplings in vector boson fusion processes in proton-proton collisions at $\sqrt{s}$ = 13 TeV,2024,Phys. Rev. Lett. 135 (2025) 061803,CMS Collaboration,10.1103/srvm-f1h3,"The first search for a heavy neutral spin-1 gauge boson (Z') with nonuniversal fermion couplings produced via vector boson fusion processes and decaying to tau leptons or W bosons is presented. The analysis is performed using LHC data at $\sqrt{s}$ = 13 TeV, collected from 2016 to 2018 and corresponding to an integrated luminosity of 138 fb$^{-1}$. The data are consistent with the standard model predictions. Upper limits are set on the product of the cross section for production of the Z' boson and its branching fraction to $ττ$ or WW. The presence of a Z' boson decaying to $τ^+τ^-$ (W$^+$W$^-$) is excluded for masses up to 2.45 (1.60) TeV, depending on the Z' boson coupling to SM weak bosons, and assuming a Z' $\to$ $τ^+τ^-$ (W$^+$W$^-$) branching fraction of 50%.",http://arxiv.org/abs/2412.19261,https://arxiv.org/pdf/2412.19261v2,hep-ex,pdfs/2412.19261.pdf,CMS Run 2 data 2016-2018,data,,,,13.0,,,138/fb,Z' Vector Boson Fusion Search,Proton-proton collision data collected from 2016 to 2018; used for search for neutral gauge boson Z' produced via vector boson fusion,,,,13.0,138000.0,cms_run_2_data_2016_2018,,True,
2412.19261,Search for a neutral gauge boson with nonuniversal fermion couplings in vector boson fusion processes in proton-proton collisions at $\sqrt{s}$ = 13 TeV,2024,Phys. Rev. Lett. 135 (2025) 061803,CMS Collaboration,10.1103/srvm-f1h3,"The first search for a heavy neutral spin-1 gauge boson (Z') with nonuniversal fermion couplings produced via vector boson fusion processes and decaying to tau leptons or W bosons is presented. The analysis is performed using LHC data at $\sqrt{s}$ = 13 TeV, collected from 2016 to 2018 and corresponding to an integrated luminosity of 138 fb$^{-1}$. The data are consistent with the standard model predictions. Upper limits are set on the product of the cross section for production of the Z' boson and its branching fraction to $ττ$ or WW. The presence of a Z' boson decaying to $τ^+τ^-$ (W$^+$W$^-$) is excluded for masses up to 2.45 (1.60) TeV, depending on the Z' boson coupling to SM weak bosons, and assuming a Z' $\to$ $τ^+τ^-$ (W$^+$W$^-$) branching fraction of 50%.",http://arxiv.org/abs/2412.19261,https://arxiv.org/pdf/2412.19261v2,hep-ex,pdfs/2412.19261.pdf,Z+jets simulated samples,mc,,,,13.0,MADGRAPH5_aMC@NLO 2.6.0,,,Z' Vector Boson Fusion Search,Leading order QCD simulation for Z+jets background processes,,,,13.0,,zjets_simulated_samples,,True,
2412.19261,Search for a neutral gauge boson with nonuniversal fermion couplings in vector boson fusion processes in proton-proton collisions at $\sqrt{s}$ = 13 TeV,2024,Phys. Rev. Lett. 135 (2025) 061803,CMS Collaboration,10.1103/srvm-f1h3,"The first search for a heavy neutral spin-1 gauge boson (Z') with nonuniversal fermion couplings produced via vector boson fusion processes and decaying to tau leptons or W bosons is presented. The analysis is performed using LHC data at $\sqrt{s}$ = 13 TeV, collected from 2016 to 2018 and corresponding to an integrated luminosity of 138 fb$^{-1}$. The data are consistent with the standard model predictions. Upper limits are set on the product of the cross section for production of the Z' boson and its branching fraction to $ττ$ or WW. The presence of a Z' boson decaying to $τ^+τ^-$ (W$^+$W$^-$) is excluded for masses up to 2.45 (1.60) TeV, depending on the Z' boson coupling to SM weak bosons, and assuming a Z' $\to$ $τ^+τ^-$ (W$^+$W$^-$) branching fraction of 50%.",http://arxiv.org/abs/2412.19261,https://arxiv.org/pdf/2412.19261v2,hep-ex,pdfs/2412.19261.pdf,W+jets simulated samples,mc,,,,13.0,MADGRAPH5_aMC@NLO 2.6.0,,,Z' Vector Boson Fusion Search,Leading order QCD simulation for W+jets background processes,,,,13.0,,wjets_simulated_samples,,True,
